hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,customer_id,customer_name
City Hotel,0,0,2017,January,4,25,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,365.0,0,Transient-Party,85.0,0,0,Check-Out,2017-01-27,105074,Riya Verma
Resort Hotel,0,73,2016,November,46,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,37.8,0,1,Check-Out,2016-11-13,30168,Manish Yadav
City Hotel,1,39,2016,March,11,6,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Canceled,2016-01-29,47964,Kunal Joshi
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22,80791,Arjun Sharma
Resort Hotel,1,121,2015,December,49,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,2,Canceled,2015-08-17,3390,Arjun Sharma
City Hotel,0,147,2016,July,30,22,1,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,84.58,0,1,Check-Out,2016-07-25,93779,Amit Singh
City Hotel,0,152,2015,October,44,29,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,56.52,0,0,Check-Out,2015-11-02,45563,Riya Verma
City Hotel,0,111,2017,August,33,14,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,2,Check-Out,2017-08-17,118324,Vivek Patel
Resort Hotel,0,152,2017,June,26,28,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,106.5,0,0,Check-Out,2017-07-03,38027,Aisha Khan
Resort Hotel,0,13,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,172.0,0,0,Check-Out,2015-08-19,1300,Riya Verma
City Hotel,0,42,2017,June,26,30,2,2,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,151.58,0,0,Check-Out,2017-07-04,115431,Vivek Patel
Resort Hotel,0,94,2016,June,24,10,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240.0,,0,Transient-Party,163.0,1,0,Check-Out,2016-06-12,25128,Vivek Patel
City Hotel,0,9,2017,February,7,12,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,83.16,0,0,Check-Out,2017-02-15,105896,Sameer Shah
Resort Hotel,0,237,2016,December,53,29,2,6,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,68.25,0,2,Check-Out,2017-01-06,31864,Arjun Sharma
City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0,0,Canceled,2017-01-12,68793,Arjun Sharma
City Hotel,1,31,2016,April,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2016-03-06,49004,Vivek Patel
Resort Hotel,0,287,2016,September,37,5,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,418.0,,0,Transient-Party,69.0,0,0,Check-Out,2016-09-12,27912,Aisha Khan
Resort Hotel,0,2,2016,February,6,6,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient-Party,58.0,0,0,Check-Out,2016-02-07,20772,Diya Kapoor
City Hotel,1,54,2016,March,12,18,1,2,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,0,0,Canceled,2016-02-13,48310,Riya Verma
Resort Hotel,0,0,2016,October,43,19,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,85.0,1,1,Check-Out,2016-10-20,29169,Riya Verma
City Hotel,0,14,2016,November,49,28,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.0,0,0,Check-Out,2016-12-01,102650,Manish Yadav
City Hotel,1,320,2017,June,24,15,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,80.0,0,0,Canceled,2017-01-12,70450,Kritika Rao
Resort Hotel,0,0,2016,March,12,14,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,47.0,0,Transient,30.0,0,0,Check-Out,2016-03-15,22078,Riya Verma
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,33,Transient-Party,224.67,0,0,Check-Out,2015-09-26,43814,Neha Gupta
City Hotel,0,135,2016,August,32,2,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,1,0,Check-Out,2016-08-04,94533,Arjun Sharma
City Hotel,1,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,75543,Rohan Mehta
City Hotel,0,184,2017,July,28,15,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.1,0,1,Check-Out,2017-07-16,116273,Amit Singh
City Hotel,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14,51330,Diya Kapoor
City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0,Canceled,2017-01-24,65088,Manish Yadav
Resort Hotel,0,14,2016,March,12,19,2,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196.0,,0,Transient,58.0,0,0,Check-Out,2016-03-24,22496,Vivek Patel
Resort Hotel,0,0,2015,October,40,3,0,1,1,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,74.0,1,0,Check-Out,2015-10-04,2233,Kunal Joshi
City Hotel,0,6,2017,June,26,30,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,160.0,0,1,Check-Out,2017-07-01,115157,Manish Yadav
City Hotel,0,2,2017,March,11,16,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,1,0,3,D,D,0,No Deposit,,153.0,0,Transient,95.0,0,2,Check-Out,2017-03-17,85913,Priya Nair
City Hotel,0,159,2017,July,28,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,89.1,0,1,Check-Out,2017-07-12,115957,Diya Kapoor
City Hotel,0,20,2017,January,5,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410.0,0,Transient-Party,80.0,0,0,Check-Out,2017-01-31,105246,Arjun Sharma
Resort Hotel,0,83,2016,July,31,25,3,5,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,I,1,No Deposit,307.0,,0,Transient-Party,139.0,0,0,Check-Out,2016-08-02,7288,Neha Gupta
City Hotel,0,92,2015,November,48,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,49.07,0,1,Check-Out,2015-11-29,45990,Kritika Rao
Resort Hotel,0,0,2017,January,4,26,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,72.0,1,0,Check-Out,2017-01-28,32576,Amit Singh
City Hotel,0,195,2016,July,30,21,2,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1,Check-Out,2016-07-28,93987,Aisha Khan
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17,73891,Kunal Joshi
Resort Hotel,0,21,2015,November,48,24,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.4,1,2,Check-Out,2015-11-25,18745,Arjun Sharma
Resort Hotel,1,253,2017,August,34,25,2,4,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0,1,Canceled,2017-01-07,13765,Sameer Shah
Resort Hotel,0,152,2017,April,14,5,1,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,4,No Deposit,,223.0,0,Transient-Party,67.0,0,0,Check-Out,2017-04-10,35101,Manish Yadav
City Hotel,0,59,2015,October,42,15,2,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Contract,76.5,0,1,Check-Out,2015-10-20,45010,Sameer Shah
City Hotel,1,41,2017,August,35,27,1,0,1,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,90.0,0,0,Canceled,2017-07-28,73693,Rohan Mehta
City Hotel,1,104,2016,October,42,9,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-10-08,58338,Vivek Patel
City Hotel,0,102,2015,August,34,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Check-Out,2015-08-23,41770,Diya Kapoor
City Hotel,1,65,2016,September,37,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Canceled,2016-09-05,56696,Neha Gupta
City Hotel,0,98,2016,March,12,17,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0,Check-Out,2016-03-22,48253,Aisha Khan
Resort Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495.0,,0,Transient,73.0,0,0,Canceled,2016-12-23,10794,Amit Singh
City Hotel,0,159,2017,August,32,7,1,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,184.5,0,0,Check-Out,2017-08-09,117841,Kunal Joshi
Resort Hotel,0,13,2015,December,52,23,0,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,73.75,0,1,Check-Out,2015-12-27,19671,Rohan Mehta
City Hotel,0,117,2016,November,47,13,2,0,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Check-Out,2016-11-15,101722,Sameer Shah
City Hotel,0,155,2017,June,22,1,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,1,Check-Out,2017-06-04,113277,Arjun Sharma
Resort Hotel,0,134,2015,August,35,29,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,140.0,0,2,Check-Out,2015-09-03,16699,Kunal Joshi
Resort Hotel,1,52,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0,Canceled,2015-07-13,987,Kunal Joshi
Resort Hotel,1,28,2017,May,20,14,2,5,2,2.0,0,BB,AUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,170.0,0,1,Canceled,2017-04-16,11636,Manish Yadav
City Hotel,0,68,2016,February,8,20,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,43.43,0,0,Check-Out,2016-02-27,84554,Kunal Joshi
Resort Hotel,1,208,2017,May,18,1,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,0,Canceled,2016-10-06,11394,Sahil Bansal
Resort Hotel,1,18,2017,February,7,12,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,0,Canceled,2017-01-26,10203,Aisha Khan
City Hotel,0,4,2016,February,8,16,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-02-19,82210,Priya Nair
City Hotel,0,50,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-04-03,86531,Riya Verma
City Hotel,0,56,2016,November,48,22,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.0,0,2,Check-Out,2016-11-26,102404,Priya Nair
City Hotel,0,70,2017,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0,Check-Out,2017-02-19,106069,Manish Yadav
City Hotel,1,102,2016,October,42,9,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-10-08,58341,Tanvi Jain
City Hotel,0,5,2015,September,37,9,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,114.0,0,2,Check-Out,2015-09-11,42752,Neha Gupta
City Hotel,0,91,2017,May,20,18,0,1,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,262.0,,0,Transient,89.1,0,0,Check-Out,2017-05-19,112114,Tanvi Jain
Resort Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,IRL,Direct,Direct,1,0,0,D,D,0,No Deposit,,,0,Transient,78.0,0,1,Check-Out,2016-10-29,29518,Manish Yadav
City Hotel,0,39,2016,September,38,16,1,2,2,2.0,0,BB,DNK,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,226.95,0,2,Check-Out,2016-09-19,97764,Arjun Sharma
City Hotel,0,6,2015,October,42,11,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,2,Check-Out,2015-10-14,78766,Tanvi Jain
City Hotel,0,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-09,77507,Aisha Khan
Resort Hotel,0,5,2015,November,48,22,2,0,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,40.0,0,1,Check-Out,2015-11-24,18682,Priya Nair
City Hotel,1,187,2017,August,32,8,0,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,166.5,0,0,Canceled,2017-05-12,72958,Amit Singh
City Hotel,0,191,2017,April,13,1,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-04-06,109168,Arjun Sharma
City Hotel,0,157,2017,June,25,20,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,1,Check-Out,2017-06-28,114950,Neha Gupta
City Hotel,0,172,2017,July,28,10,1,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,2,Check-Out,2017-07-16,116258,Neha Gupta
Resort Hotel,0,12,2016,April,18,27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385.0,,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,23730,Sameer Shah
City Hotel,1,0,2015,September,39,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,170.0,0,0,No-Show,2015-09-26,77868,Kritika Rao
Resort Hotel,0,9,2016,January,4,17,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,1,Check-Out,2016-01-18,20267,Manish Yadav
City Hotel,1,288,2016,April,17,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,50047,Sahil Bansal
City Hotel,0,8,2015,September,40,29,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-02,78147,Kunal Joshi
City Hotel,0,63,2015,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21.0,,0,Transient-Party,116.0,0,0,Check-Out,2015-09-06,42367,Kritika Rao
Resort Hotel,1,54,2017,February,8,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2017-01-09,10409,Sahil Bansal
City Hotel,0,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,98,Transient-Party,65.0,0,0,Check-Out,2016-05-21,89507,Arjun Sharma
City Hotel,1,27,2017,June,23,6,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient,190.0,0,2,Canceled,2017-05-17,69880,Manish Yadav
Resort Hotel,0,25,2015,November,45,3,0,4,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,47.6,0,0,Check-Out,2015-11-07,2974,Priya Nair
City Hotel,0,46,2017,March,10,7,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,98.0,0,1,Check-Out,2017-03-10,107354,Kritika Rao
City Hotel,1,188,2016,August,33,13,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-03-01,55537,Sahil Bansal
Resort Hotel,0,3,2016,March,11,12,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,8.0,,0,Transient,8.0,0,0,Check-Out,2016-03-15,22087,Aisha Khan
City Hotel,0,169,2017,July,27,2,1,0,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Check-Out,2017-07-03,115270,Sahil Bansal
City Hotel,0,1,2015,September,36,1,0,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient,0.0,0,0,Check-Out,2015-09-04,42272,Neha Gupta
City Hotel,1,70,2017,July,31,31,1,2,3,0.0,0,BB,QAT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,230.0,0,1,Canceled,2017-05-23,72661,Kunal Joshi
City Hotel,0,144,2016,July,31,25,1,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.87,0,1,Check-Out,2016-07-31,94188,Arjun Sharma
Resort Hotel,0,21,2016,January,1,2,4,10,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,46.07,0,0,Check-Out,2016-01-16,20182,Manish Yadav
City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20,112164,Aisha Khan
City Hotel,1,59,2017,May,22,29,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,87.0,,0,Transient,140.0,0,0,Canceled,2017-05-11,69388,Arjun Sharma
City Hotel,0,176,2017,May,20,15,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,107.1,0,0,Check-Out,2017-05-18,112039,Sahil Bansal
City Hotel,0,99,2016,February,8,19,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-21,84356,Kunal Joshi
City Hotel,1,96,2016,October,44,28,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,162.9,0,1,Canceled,2016-10-23,59606,Neha Gupta
City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30,78098,Riya Verma
City Hotel,1,93,2017,June,25,22,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient-Party,99.0,0,0,Canceled,2017-06-05,70886,Arjun Sharma
City Hotel,0,207,2015,August,34,21,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,76.5,0,3,Check-Out,2015-08-26,77095,Neha Gupta
City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0,Canceled,2017-01-24,65094,Vivek Patel
Resort Hotel,0,244,2017,June,25,20,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,84.8,0,1,Check-Out,2017-07-04,38048,Sameer Shah
City Hotel,0,50,2016,November,47,17,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Check-Out,2016-11-18,101902,Manish Yadav
Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,F,0,No Deposit,96.0,,0,Transient-Party,108.0,0,1,Check-Out,2017-06-30,37894,Kritika Rao
City Hotel,0,10,2017,February,6,8,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,79.0,0,0,Check-Out,2017-02-10,105606,Sameer Shah
City Hotel,1,125,2017,June,24,15,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,2017-02-15,70466,Priya Nair
Resort Hotel,1,468,2016,May,20,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,249.0,,0,Transient-Party,67.0,0,0,Canceled,2016-03-04,5808,Amit Singh
City Hotel,0,14,2015,September,36,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,105.0,0,2,Check-Out,2015-09-02,77124,Amit Singh
Resort Hotel,0,112,2017,March,11,15,0,3,1,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,477.0,0,Transient-Party,40.0,0,0,Check-Out,2017-03-18,34351,Aisha Khan
City Hotel,1,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-02-09,53337,Vivek Patel
City Hotel,1,82,2017,May,18,3,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-04-19,67507,Rohan Mehta
City Hotel,0,40,2015,December,52,26,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,64.15,0,0,Check-Out,2015-12-31,82564,Diya Kapoor
City Hotel,0,40,2017,July,31,31,1,0,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-08-01,117314,Neha Gupta
Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,253.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-10-03,28528,Aisha Khan
City Hotel,0,15,2017,March,10,8,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.33,0,1,Check-Out,2017-03-11,107403,Arjun Sharma
City Hotel,0,21,2017,August,31,1,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.0,0,1,Check-Out,2017-08-05,117590,Kritika Rao
Resort Hotel,1,385,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,66.0,0,0,Canceled,2015-10-14,8412,Kunal Joshi
City Hotel,0,51,2017,March,10,8,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,0.0,0,0,Check-Out,2017-03-08,107255,Kunal Joshi
City Hotel,1,146,2016,April,18,24,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,50,Transient,95.0,0,0,Canceled,2016-01-19,50246,Diya Kapoor
City Hotel,0,2,2017,January,3,21,2,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,48.05,0,1,Check-Out,2017-01-24,104983,Aisha Khan
Resort Hotel,0,19,2016,July,30,21,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,194.33,1,1,Check-Out,2016-07-24,26294,Amit Singh
